Dyad,Obs.effort,period,id1,id2,Grooming,sex1,group1,sex2,group2,sex.combo,group.combo,groom.prop,rval,kincat2,start1,destination1,start2,destination2,avg.rank1,avg.rank2,RankDiff,dob1,dob2,agediff,outcome.long,outcome.short
fd_uv,1725,Dispersal 2,fd,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.895,0.822,0.073,11/28/99,7/24/07,7.65229295,never together,never
fd_ux,1695,Dispersal 2,fd,ux,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,ENK,0.895,0.000,0.895,11/28/99,1/15/07,7.1321013,split apart,split
fd_uz,1740,Dispersal 2,fd,uz,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.895,0.313,0.581,11/28/99,5/27/08,8.495550992,stayed together,stayed
fd_yp,1695,Dispersal 2,fd,yp,8.2333,f,PHG,f,PHG,ff,same,0.0049,0,Non-kin,PHG,PHG,PHG,PHG,0.895,0.933,0.039,11/28/99,2/23/11,11.23887748,stayed together,stayed
fx_gm,1725,Dispersal 2,fx,gm,0.0000,f,PHG,f,PHG,ff,same,0.0000,0.25,Sibling,PHG,PHG,PHG,PHG,0.824,0.667,0.157,11/24/05,2/12/11,5.2183436,stayed together,stayed
fx_gr,735,Dispersal 2,fx,gr,1.1333,f,PHG,f,PHG,ff,same,0.0015,0.5,Mother-offspring,PHG,PHG,PHG,PHG,0.824,0.381,0.443,11/24/05,1/20/12,6.154688569,stayed together,stayed
fx_gy,510,Dispersal 2,fx,gy,0.0000,f,PHG,f,PHG,ff,same,0.0000,0.25,Sibling,PHG,PHG,PHG,PHG,0.824,0.583,0.241,11/24/05,4/26/12,6.420260096,stayed together,stayed
fx_o6,1710,Dispersal 2,fx,o6,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.824,0.144,0.680,11/24/05,11/21/09,3.991786448,split apart,split
fx_oa,1725,Dispersal 2,fx,oa,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.824,0.669,0.155,11/24/05,9/14/01,4.194387406,split apart,split
fx_ob,1710,Dispersal 2,fx,ob,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.824,0.436,0.388,11/24/05,7/11/08,2.628336756,split apart,split
fx_oo,1680,Dispersal 2,fx,oo,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.824,0.648,0.176,11/24/05,4/8/07,1.368925394,split apart,split
fx_oy,1755,Dispersal 2,fx,oy,0.0833,f,PHG,f,PHG,ff,same,4.74833808167141e-05,0,Non-kin,PHG,PHG,PHG,PHG,0.824,0.030,0.794,11/24/05,4/6/07,1.363449692,stayed together,stayed
fx_qc,1740,Dispersal 2,fx,qc,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.824,0.636,0.188,11/24/05,4/6/10,4.364134155,never together,never
fx_qn,1710,Dispersal 2,fx,qn,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.824,0.559,0.265,11/24/05,5/24/07,1.49486653,never together,never
fx_qp,1755,Dispersal 2,fx,qp,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.824,0.395,0.429,11/24/05,1/23/06,0.164271047,never together,never
fx_qz,1050,Dispersal 2,fx,qz,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.824,0.711,0.113,11/24/05,6/22/11,5.574264203,never together,never
fx_tr,1710,Dispersal 2,fx,tr,11.8667,f,PHG,f,ENK,ff,different,0.0069,0,Non-kin,PHG,PHG,PHG,YNT,0.824,0.684,0.140,11/24/05,NA,NA,split apart,split
fx_ty,1725,Dispersal 2,fx,ty,6.9333,f,PHG,f,PHG,ff,same,0.0040,0,Non-kin,PHG,PHG,PHG,PHG,0.824,0.399,0.425,11/24/05,8/6/09,3.698836413,stayed together,stayed
fx_ua,1740,Dispersal 2,fx,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.824,1.000,0.176,11/24/05,3/19/05,0.684462697,never together,never
fx_ug,1710,Dispersal 2,fx,ug,7.2167,f,PHG,f,PHG,ff,same,0.0042,0,Non-kin,PHG,PHG,PHG,PHG,0.824,0.197,0.627,11/24/05,10/27/08,2.924024641,stayed together,stayed
fx_uj,1770,Dispersal 2,fx,uj,5.1333,f,PHG,f,PHG,ff,same,0.0029,0,Non-kin,PHG,PHG,PHG,PHG,0.824,0.254,0.570,11/24/05,4/19/10,4.399726215,stayed together,stayed
fx_uk,1755,Dispersal 2,fx,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.824,0.067,0.757,11/24/05,2/26/09,3.258042437,never together,never
fx_un,1725,Dispersal 2,fx,un,7.0167,f,PHG,f,PHG,ff,same,0.0041,0,Non-kin,PHG,PHG,PHG,PHG,0.824,0.101,0.723,11/24/05,11/20/00,5.01026694,stayed together,stayed
fx_ur,1755,Dispersal 2,fx,ur,3.5167,f,PHG,f,PHG,ff,same,0.0020,0,Non-kin,PHG,PHG,PHG,PHG,0.824,0.484,0.340,11/24/05,8/3/02,3.310061602,stayed together,stayed
fx_ut,1740,Dispersal 2,fx,ut,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.824,0.183,0.641,11/24/05,2/27/99,6.740588638,never together,never
fx_uv,1770,Dispersal 2,fx,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.824,0.822,0.002,11/24/05,7/24/07,1.661875428,never together,never
fx_ux,1740,Dispersal 2,fx,ux,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,ENK,0.824,0.000,0.824,11/24/05,1/15/07,1.141683778,split apart,split
fx_uz,1785,Dispersal 2,fx,uz,2.1000,f,PHG,f,PHG,ff,same,0.0012,0,Non-kin,PHG,PHG,PHG,PHG,0.824,0.313,0.511,11/24/05,5/27/08,2.50513347,stayed together,stayed
fx_yp,1740,Dispersal 2,fx,yp,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.824,0.933,0.110,11/24/05,2/23/11,5.248459959,stayed together,stayed
gm_gr,750,Dispersal 2,gm,gr,0.0000,f,PHG,f,PHG,ff,same,0.0000,0.125,Aunt-niece,PHG,PHG,PHG,PHG,0.667,0.381,0.287,2/12/11,1/20/12,0.936344969,stayed together,stayed
gm_gy,510,Dispersal 2,gm,gy,0.0000,f,PHG,f,PHG,ff,same,0.0000,0.25,Sibling,PHG,PHG,PHG,PHG,0.667,0.583,0.084,2/12/11,4/26/12,1.201916496,stayed together,stayed
gm_o6,1665,Dispersal 2,gm,o6,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.667,0.144,0.523,2/12/11,11/21/09,1.226557153,split apart,split
gm_oa,1680,Dispersal 2,gm,oa,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.667,0.669,0.002,2/12/11,9/14/01,9.412731006,split apart,split
gm_ob,1665,Dispersal 2,gm,ob,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.667,0.436,0.232,2/12/11,7/11/08,2.590006845,split apart,split
gm_oo,1635,Dispersal 2,gm,oo,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.667,0.648,0.019,2/12/11,4/8/07,3.849418207,split apart,split
gm_oy,1710,Dispersal 2,gm,oy,0.4667,f,PHG,f,PHG,ff,same,0.0003,0,Non-kin,PHG,PHG,PHG,PHG,0.667,0.030,0.637,2/12/11,4/6/07,3.854893908,stayed together,stayed
gm_qc,1695,Dispersal 2,gm,qc,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.667,0.636,0.032,2/12/11,4/6/10,0.854209446,never together,never
gm_qn,1665,Dispersal 2,gm,qn,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.667,0.559,0.109,2/12/11,5/24/07,3.72347707,never together,never
gm_qp,1710,Dispersal 2,gm,qp,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.667,0.395,0.273,2/12/11,1/23/06,5.054072553,never together,never
gm_qz,1065,Dispersal 2,gm,qz,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.667,0.711,0.043,2/12/11,6/22/11,0.355920602,never together,never
gm_tr,1665,Dispersal 2,gm,tr,2.7167,f,PHG,f,ENK,ff,different,0.0016,0,Non-kin,PHG,PHG,PHG,YNT,0.667,0.684,0.016,2/12/11,NA,NA,split apart,split
gm_ty,1680,Dispersal 2,gm,ty,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.667,0.399,0.268,2/12/11,8/6/09,1.519507187,stayed together,stayed
gm_ua,1695,Dispersal 2,gm,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.667,1.000,0.333,2/12/11,3/19/05,5.902806297,never together,never
gm_ug,1665,Dispersal 2,gm,ug,0.5500,f,PHG,f,PHG,ff,same,0.0003,0,Non-kin,PHG,PHG,PHG,PHG,0.667,0.197,0.470,2/12/11,10/27/08,2.29431896,stayed together,stayed
gm_uj,1725,Dispersal 2,gm,uj,1.8500,f,PHG,f,PHG,ff,same,0.0011,0,Non-kin,PHG,PHG,PHG,PHG,0.667,0.254,0.413,2/12/11,4/19/10,0.818617385,stayed together,stayed
gm_uk,1710,Dispersal 2,gm,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.667,0.067,0.601,2/12/11,2/26/09,1.960301164,never together,never
gm_un,1680,Dispersal 2,gm,un,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.667,0.101,0.566,2/12/11,11/20/00,10.22861054,stayed together,stayed
gm_ur,1710,Dispersal 2,gm,ur,3.8000,f,PHG,f,PHG,ff,same,0.0022,0,Non-kin,PHG,PHG,PHG,PHG,0.667,0.484,0.183,2/12/11,8/3/02,8.528405202,stayed together,stayed
gm_ut,1695,Dispersal 2,gm,ut,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.667,0.183,0.484,2/12/11,2/27/99,11.95893224,never together,never
gm_uv,1725,Dispersal 2,gm,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.667,0.822,0.154,2/12/11,7/24/07,3.556468172,never together,never
gm_ux,1695,Dispersal 2,gm,ux,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,ENK,0.667,0.000,0.667,2/12/11,1/15/07,4.076659822,split apart,split
gm_uz,1740,Dispersal 2,gm,uz,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.667,0.313,0.354,2/12/11,5/27/08,2.71321013,stayed together,stayed
gm_yp,1695,Dispersal 2,gm,yp,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.667,0.933,0.266,2/12/11,2/23/11,0.030116359,stayed together,stayed
gr_gy,420,Dispersal 2,gr,gy,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.381,0.583,0.202,1/20/12,4/26/12,0.265571526,stayed together,stayed
gr_o6,705,Dispersal 2,gr,o6,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.381,0.144,0.236,1/20/12,11/21/09,2.162902122,split apart,split
gr_oa,705,Dispersal 2,gr,oa,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.381,0.669,0.289,1/20/12,9/14/01,10.34907598,split apart,split
gr_ob,690,Dispersal 2,gr,ob,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.381,0.436,0.055,1/20/12,7/11/08,3.526351814,split apart,split
gr_oo,705,Dispersal 2,gr,oo,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.381,0.648,0.268,1/20/12,4/8/07,4.785763176,split apart,split
gr_oy,735,Dispersal 2,gr,oy,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.381,0.030,0.350,1/20/12,4/6/07,4.791238877,stayed together,stayed
gr_qc,690,Dispersal 2,gr,qc,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.381,0.636,0.255,1/20/12,4/6/10,1.790554415,never together,never
gr_qn,720,Dispersal 2,gr,qn,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.381,0.559,0.178,1/20/12,5/24/07,4.65982204,never together,never
gr_qp,720,Dispersal 2,gr,qp,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.381,0.395,0.014,1/20/12,1/23/06,5.990417522,never together,never
gr_qz,720,Dispersal 2,gr,qz,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.381,0.711,0.330,1/20/12,6/22/11,0.580424367,never together,never
gr_tr,705,Dispersal 2,gr,tr,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.381,0.684,0.303,1/20/12,NA,NA,split apart,split
gr_ty,735,Dispersal 2,gr,ty,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.381,0.399,0.018,1/20/12,8/6/09,2.455852156,stayed together,stayed
gr_ua,705,Dispersal 2,gr,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.381,1.000,0.619,1/20/12,3/19/05,6.839151266,never together,never
gr_ug,750,Dispersal 2,gr,ug,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.381,0.197,0.183,1/20/12,10/27/08,3.230663929,stayed together,stayed
gr_uj,765,Dispersal 2,gr,uj,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.381,0.254,0.126,1/20/12,4/19/10,1.754962355,stayed together,stayed
gr_uk,720,Dispersal 2,gr,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.381,0.067,0.314,1/20/12,2/26/09,2.896646133,never together,never
gr_un,735,Dispersal 2,gr,un,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.381,0.101,0.280,1/20/12,11/20/00,11.16495551,stayed together,stayed
gr_ur,750,Dispersal 2,gr,ur,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.381,0.484,0.104,1/20/12,8/3/02,9.464750171,stayed together,stayed
gr_ut,690,Dispersal 2,gr,ut,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.381,0.183,0.198,1/20/12,2/27/99,12.89527721,never together,never
gr_uv,720,Dispersal 2,gr,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.381,0.822,0.441,1/20/12,7/24/07,4.492813142,never together,never
gr_ux,720,Dispersal 2,gr,ux,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,ENK,0.381,0.000,0.381,1/20/12,1/15/07,5.013004791,split apart,split
gr_uz,750,Dispersal 2,gr,uz,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.381,0.313,0.068,1/20/12,5/27/08,3.649555099,stayed together,stayed
gr_yp,735,Dispersal 2,gr,yp,0.1500,f,PHG,f,PHG,ff,same,0.0002,0,Non-kin,PHG,PHG,PHG,PHG,0.381,0.933,0.553,1/20/12,2/23/11,0.906228611,stayed together,stayed
gy_o6,480,Dispersal 2,gy,o6,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.583,0.144,0.439,4/26/12,11/21/09,2.428473648,split apart,split
gy_oa,480,Dispersal 2,gy,oa,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.583,0.669,0.086,4/26/12,9/14/01,10.6146475,split apart,split
gy_ob,480,Dispersal 2,gy,ob,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.583,0.436,0.147,4/26/12,7/11/08,3.79192334,split apart,split
gy_oo,480,Dispersal 2,gy,oo,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.583,0.648,0.065,4/26/12,4/8/07,5.051334702,split apart,split
gy_oy,510,Dispersal 2,gy,oy,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.583,0.030,0.553,4/26/12,4/6/07,5.056810404,stayed together,stayed
gy_qc,480,Dispersal 2,gy,qc,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.583,0.636,0.053,4/26/12,4/6/10,2.056125941,never together,never
gy_qn,495,Dispersal 2,gy,qn,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.583,0.559,0.024,4/26/12,5/24/07,4.925393566,never together,never
gy_qp,495,Dispersal 2,gy,qp,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.583,0.395,0.188,4/26/12,1/23/06,6.255989049,never together,never
gy_qz,495,Dispersal 2,gy,qz,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.583,0.711,0.128,4/26/12,6/22/11,0.845995893,never together,never
gy_tr,480,Dispersal 2,gy,tr,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,YNT,0.583,0.684,0.101,4/26/12,NA,NA,split apart,split
gy_ty,510,Dispersal 2,gy,ty,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.583,0.399,0.184,4/26/12,8/6/09,2.721423682,stayed together,stayed
gy_ua,495,Dispersal 2,gy,ua,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.583,1.000,0.417,4/26/12,3/19/05,7.104722793,never together,never
gy_ug,525,Dispersal 2,gy,ug,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.583,0.197,0.386,4/26/12,10/27/08,3.496235455,stayed together,stayed
gy_uj,540,Dispersal 2,gy,uj,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.583,0.254,0.329,4/26/12,4/19/10,2.020533881,stayed together,stayed
gy_uk,495,Dispersal 2,gy,uk,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.583,0.067,0.516,4/26/12,2/26/09,3.162217659,never together,never
gy_un,510,Dispersal 2,gy,un,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.583,0.101,0.482,4/26/12,11/20/00,11.43052704,stayed together,stayed
gy_ur,525,Dispersal 2,gy,ur,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.583,0.484,0.099,4/26/12,8/3/02,9.730321697,stayed together,stayed
gy_ut,480,Dispersal 2,gy,ut,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.583,0.183,0.400,4/26/12,2/27/99,13.16084873,never together,never
gy_uv,495,Dispersal 2,gy,uv,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,ENK,ENK,0.583,0.822,0.239,4/26/12,7/24/07,4.758384668,never together,never
gy_ux,495,Dispersal 2,gy,ux,0.0000,f,PHG,f,ENK,ff,different,0.0000,0,Non-kin,PHG,PHG,PHG,ENK,0.583,0.000,0.583,4/26/12,1/15/07,5.278576318,split apart,split
gy_uz,525,Dispersal 2,gy,uz,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.583,0.313,0.270,4/26/12,5/27/08,3.915126626,stayed together,stayed
gy_yp,510,Dispersal 2,gy,yp,0.0000,f,PHG,f,PHG,ff,same,0.0000,0,Non-kin,PHG,PHG,PHG,PHG,0.583,0.933,0.350,4/26/12,2/23/11,1.171800137,stayed together,stayed
o6_oa,1665,Dispersal 2,o6,oa,4.4000,f,ENK,f,ENK,ff,same,0.0026,0.5,Mother-offspring,PHG,YNT,PHG,YNT,0.144,0.669,0.525,11/21/09,9/14/01,8.186173854,stayed together,stayed
o6_ob,1650,Dispersal 2,o6,ob,7.3500,f,ENK,f,ENK,ff,same,0.0045,0.25,Sibling,PHG,YNT,PHG,YNT,0.144,0.436,0.292,11/21/09,7/11/08,1.363449692,stayed together,stayed
o6_oo,1620,Dispersal 2,o6,oo,1.2333,f,ENK,f,ENK,ff,same,0.0008,0,Non-kin,PHG,YNT,PHG,YNT,0.144,0.648,0.504,11/21/09,4/8/07,2.622861054,stayed together,stayed
o6_oy,1695,Dispersal 2,o6,oy,0.0000,f,ENK,f,PHG,ff,different,0.0000,0.25,Sibling,PHG,YNT,PHG,PHG,0.144,0.030,0.114,11/21/09,4/6/07,2.628336756,split apart,split
o6_qc,1680,Dispersal 2,o6,qc,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.144,0.636,0.492,11/21/09,4/6/10,0.372347707,briefly together,briefly
o6_qn,1650,Dispersal 2,o6,qn,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.144,0.559,0.415,11/21/09,5/24/07,2.496919918,briefly together,briefly
o6_qp,1695,Dispersal 2,o6,qp,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.144,0.395,0.250,11/21/09,1/23/06,3.8275154,briefly together,briefly
o6_qz,1020,Dispersal 2,o6,qz,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.144,0.711,0.566,11/21/09,6/22/11,1.582477755,briefly together,briefly
o6_tr,1650,Dispersal 2,o6,tr,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,YNT,0.144,0.684,0.539,11/21/09,NA,NA,stayed together,stayed
o6_ty,1665,Dispersal 2,o6,ty,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.144,0.399,0.255,11/21/09,8/6/09,0.292950034,split apart,split
o6_ua,1680,Dispersal 2,o6,ua,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.144,1.000,0.856,11/21/09,3/19/05,4.676249144,briefly together,briefly
o6_ug,1650,Dispersal 2,o6,ug,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.144,0.197,0.053,11/21/09,10/27/08,1.067761807,split apart,split
o6_uj,1710,Dispersal 2,o6,uj,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.144,0.254,0.110,11/21/09,4/19/10,0.407939767,split apart,split
o6_uk,1695,Dispersal 2,o6,uk,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.144,0.067,0.078,11/21/09,2/26/09,0.733744011,briefly together,briefly
o6_un,1665,Dispersal 2,o6,un,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.144,0.101,0.043,11/21/09,11/20/00,9.002053388,split apart,split
o6_ur,1695,Dispersal 2,o6,ur,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.144,0.484,0.340,11/21/09,8/3/02,7.301848049,split apart,split
o6_ut,1680,Dispersal 2,o6,ut,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.144,0.183,0.039,11/21/09,2/27/99,10.73237509,briefly together,briefly
o6_uv,1710,Dispersal 2,o6,uv,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.144,0.822,0.677,11/21/09,7/24/07,2.32991102,briefly together,briefly
o6_ux,1680,Dispersal 2,o6,ux,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,PHG,ENK,0.144,0.000,0.144,11/21/09,1/15/07,2.850102669,split apart,split
o6_uz,1725,Dispersal 2,o6,uz,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.144,0.313,0.169,11/21/09,5/27/08,1.486652977,split apart,split
o6_yp,1680,Dispersal 2,o6,yp,0.0000,f,ENK,f,PHG,ff,different,0.0000,0,Non-kin,PHG,YNT,PHG,PHG,0.144,0.933,0.789,11/21/09,2/23/11,1.256673511,split apart,split
oa_ob,1665,Dispersal 2,oa,ob,0.9000,f,ENK,f,ENK,ff,same,0.0005,0.5,Mother-offspring,PHG,YNT,PHG,YNT,0.669,0.436,0.234,9/14/01,7/11/08,6.822724162,stayed together,stayed
oa_oo,1635,Dispersal 2,oa,oo,10.8000,f,ENK,f,ENK,ff,same,0.0066,0,Non-kin,PHG,YNT,PHG,YNT,0.669,0.648,0.021,9/14/01,4/8/07,5.563312799,stayed together,stayed
oa_oy,1710,Dispersal 2,oa,oy,0.0000,f,ENK,f,PHG,ff,different,0.0000,0.5,Mother-offspring,PHG,YNT,PHG,PHG,0.669,0.030,0.639,9/14/01,4/6/07,5.557837098,split apart,split
oa_qc,1695,Dispersal 2,oa,qc,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.669,0.636,0.034,9/14/01,4/6/10,8.558521561,briefly together,briefly
oa_qn,1665,Dispersal 2,oa,qn,0.0000,f,ENK,f,ENK,ff,same,0.0000,0,Non-kin,PHG,YNT,ENK,ENK,0.669,0.559,0.111,9/14/01,5/24/07,5.689253936,briefly together,briefly
oa_qp,1710,Dispersal 2,oa,qp,1.1167,f,ENK,f,ENK,ff,same,0.0007,0,Non-kin,PHG,YNT,ENK,ENK,0.669,0.395,0.275,9/14/01,1/23/06,4.358658453,briefly together,briefly
