Dyad,Obs.effort,period,id1,id2,Grooming,sex1,group1,sex2,group2,sex.combo,group.combo,groom.prop,Male.Rank,Fem.Rank,RankDiff,s1,d1,s2,d2,outcome,,
ob_tp,3510,Stable,ob,tp,0.000,f,PHG,m,ENK,fm,different,0.0000,0.677,0.436,0.241,PHG,YNT,ENK,YNT,stayed together,,
ob_ub,315,Dispersal 2,ob,ub,0.000,f,ENK,m,PHG,fm,different,0.0000,0.023,0.436,0.413,PHG,YNT,PHG,PHG,split apart,,
ob_ub,1470,Fission,ob,ub,0.000,f,YNT,m,PHG,fm,different,0.0000,0.023,0.436,0.413,PHG,YNT,PHG,PHG,split apart,,
ob_um,825,Dispersal 2,ob,um,0.000,f,ENK,m,PHG,fm,different,0.0000,0.151,0.436,0.285,PHG,YNT,PHG,PHG,split apart,,
ob_um,2055,Fission,ob,um,0.000,f,YNT,m,PHG,fm,different,0.0000,0.151,0.436,0.285,PHG,YNT,PHG,PHG,split apart,,
ob_xc,1425,Stable,ob,xc,0.000,f,PHG,m,PHG,fm,same,0.0000,0.051,0.436,0.385,PHG,YNT,PHG,PHG,split apart,,
ob_xc,1740,Dispersal 1,ob,xc,0.000,f,ENK,m,PHG,fm,different,0.0000,0.051,0.436,0.385,PHG,YNT,PHG,PHG,split apart,,
ob_xh,675,Dispersal 2,ob,xh,0.000,f,ENK,m,PHG,fm,different,0.0000,0.168,0.436,0.268,PHG,YNT,PHG,ENK,briefly together,,
ob_xh,2295,Fission,ob,xh,0.000,f,YNT,m,PHG,fm,different,0.0000,0.168,0.436,0.268,PHG,YNT,PHG,ENK,briefly together,,
ob_yn,1485,Dispersal 2,ob,yn,0.000,f,ENK,m,ENK,fm,same,0.0000,0.945,0.436,0.509,PHG,YNT,PHG,YNT,stayed together,,
ob_yn,1770,Dispersal 1,ob,yn,7.067,f,ENK,m,ENK,fm,same,0.0040,0.945,0.436,0.509,PHG,YNT,PHG,YNT,stayed together,,
ob_yn,2385,Fission,ob,yn,4.767,f,YNT,m,YNT,fm,same,0.0020,0.945,0.436,0.509,PHG,YNT,PHG,YNT,stayed together,,
ob_yn,3480,Stable,ob,yn,32.567,f,PHG,m,PHG,fm,same,0.0094,0.945,0.436,0.509,PHG,YNT,PHG,YNT,stayed together,,
ob_yr,1530,Dispersal 2,ob,yr,0.000,f,ENK,m,ENK,fm,same,0.0000,0.607,0.436,0.171,PHG,YNT,PHG,ENK,briefly together,,
ob_yr,1755,Dispersal 1,ob,yr,0.000,f,ENK,m,ENK,fm,same,0.0000,0.607,0.436,0.171,PHG,YNT,PHG,ENK,briefly together,,
ob_yr,2370,Fission,ob,yr,0.000,f,YNT,m,ENK,fm,different,0.0000,0.607,0.436,0.171,PHG,YNT,PHG,ENK,briefly together,,
ob_yr,3510,Stable,ob,yr,0.000,f,PHG,m,PHG,fm,same,0.0000,0.607,0.436,0.171,PHG,YNT,PHG,ENK,briefly together,,
ob_yy,390,Stable,ob,yy,0.000,f,PHG,m,ENK,fm,different,0.0000,0.207,0.436,0.229,PHG,YNT,ENK,ENK,briefly together,,
ob_yy,1485,Dispersal 2,ob,yy,0.000,f,ENK,m,ENK,fm,same,0.0000,0.207,0.436,0.229,PHG,YNT,ENK,ENK,briefly together,,
ob_yy,1740,Dispersal 1,ob,yy,0.000,f,ENK,m,ENK,fm,same,0.0000,0.207,0.436,0.229,PHG,YNT,ENK,ENK,briefly together,,
ob_yy,2415,Fission,ob,yy,0.000,f,YNT,m,ENK,fm,different,0.0000,0.207,0.436,0.229,PHG,YNT,ENK,ENK,briefly together,,
oe_oo,1470,Dispersal 2,oe,oo,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.648,0.193,PHG,ENK,PHG,YNT,briefly together,,
oe_oo,1665,Dispersal 1,oe,oo,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.648,0.193,PHG,ENK,PHG,YNT,briefly together,,
oe_oo,2370,Fission,oe,oo,0.000,m,YNT,f,YNT,fm,same,0.0000,0.842,0.648,0.193,PHG,ENK,PHG,YNT,briefly together,,
oe_oo,3525,Stable,oe,oo,0.000,m,PHG,f,PHG,fm,same,0.0000,0.842,0.648,0.193,PHG,ENK,PHG,YNT,briefly together,,
oe_qc,1530,Dispersal 2,oe,qc,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.636,0.206,PHG,ENK,ENK,ENK,stayed together,,
oe_qc,1605,Dispersal 1,oe,qc,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.636,0.206,PHG,ENK,ENK,ENK,stayed together,,
oe_qc,1785,Stable,oe,qc,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.636,0.206,PHG,ENK,ENK,ENK,stayed together,,
oe_qc,2565,Fission,oe,qc,0.000,m,YNT,f,ENK,fm,different,0.0000,0.842,0.636,0.206,PHG,ENK,ENK,ENK,stayed together,,
oe_qn,1500,Dispersal 2,oe,qn,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.559,0.283,PHG,ENK,ENK,ENK,stayed together,,
oe_qn,1575,Dispersal 1,oe,qn,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.559,0.283,PHG,ENK,ENK,ENK,stayed together,,
oe_qn,2535,Fission,oe,qn,0.000,m,YNT,f,ENK,fm,different,0.0000,0.842,0.559,0.283,PHG,ENK,ENK,ENK,stayed together,,
oe_qn,3480,Stable,oe,qn,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.559,0.283,PHG,ENK,ENK,ENK,stayed together,,
oe_qp,1545,Dispersal 2,oe,qp,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.395,0.447,PHG,ENK,ENK,ENK,stayed together,,
oe_qp,1605,Dispersal 1,oe,qp,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.395,0.447,PHG,ENK,ENK,ENK,stayed together,,
oe_qp,2535,Fission,oe,qp,0.000,m,YNT,f,ENK,fm,different,0.0000,0.842,0.395,0.447,PHG,ENK,ENK,ENK,stayed together,,
oe_qp,3405,Stable,oe,qp,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.395,0.447,PHG,ENK,ENK,ENK,stayed together,,
oe_qz,945,Dispersal 2,oe,qz,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.711,0.131,PHG,ENK,ENK,ENK,stayed together,,
oe_qz,2535,Fission,oe,qz,13.967,m,YNT,f,ENK,fm,different,0.0055,0.842,0.711,0.131,PHG,ENK,ENK,ENK,stayed together,,
oe_tr,1500,Dispersal 2,oe,tr,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.684,0.158,PHG,ENK,PHG,YNT,briefly together,,
oe_tr,1680,Dispersal 1,oe,tr,0.000,m,PHG,f,PHG,fm,same,0.0000,0.842,0.684,0.158,PHG,ENK,PHG,YNT,briefly together,,
oe_tr,2355,Fission,oe,tr,37.000,m,YNT,f,YNT,fm,same,0.0157,0.842,0.684,0.158,PHG,ENK,PHG,YNT,briefly together,,
oe_tr,3600,Stable,oe,tr,18.350,m,PHG,f,PHG,fm,same,0.0051,0.842,0.684,0.158,PHG,ENK,PHG,YNT,briefly together,,
oe_ty,1515,Dispersal 2,oe,ty,0.000,m,PHG,f,PHG,fm,same,0.0000,0.842,0.399,0.443,PHG,ENK,PHG,PHG,never together,,
oe_ty,1635,Dispersal 1,oe,ty,0.000,m,PHG,f,PHG,fm,same,0.0000,0.842,0.399,0.443,PHG,ENK,PHG,PHG,never together,,
oe_ty,2505,Fission,oe,ty,16.383,m,YNT,f,PHG,fm,different,0.0065,0.842,0.399,0.443,PHG,ENK,PHG,PHG,never together,,
oe_ty,3465,Stable,oe,ty,0.000,m,PHG,f,PHG,fm,same,0.0000,0.842,0.399,0.443,PHG,ENK,PHG,PHG,never together,,
oe_ua,1530,Dispersal 2,oe,ua,2.400,m,PHG,f,ENK,fm,different,0.0016,0.842,1.000,0.158,PHG,ENK,ENK,ENK,stayed together,,
oe_ua,1605,Dispersal 1,oe,ua,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,1.000,0.158,PHG,ENK,ENK,ENK,stayed together,,
oe_ua,2550,Fission,oe,ua,0.000,m,YNT,f,ENK,fm,different,0.0000,0.842,1.000,0.158,PHG,ENK,ENK,ENK,stayed together,,
oe_ua,3495,Stable,oe,ua,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,1.000,0.158,PHG,ENK,ENK,ENK,stayed together,,
oe_ug,1500,Dispersal 2,oe,ug,0.000,m,PHG,f,PHG,fm,same,0.0000,0.842,0.197,0.644,PHG,ENK,PHG,PHG,never together,,
oe_ug,1710,Dispersal 1,oe,ug,0.000,m,PHG,f,PHG,fm,same,0.0000,0.842,0.197,0.644,PHG,ENK,PHG,PHG,never together,,
oe_ug,2505,Fission,oe,ug,0.000,m,YNT,f,PHG,fm,different,0.0000,0.842,0.197,0.644,PHG,ENK,PHG,PHG,never together,,
oe_ug,3555,Stable,oe,ug,0.000,m,PHG,f,PHG,fm,same,0.0000,0.842,0.197,0.644,PHG,ENK,PHG,PHG,never together,,
oe_uj,1560,Dispersal 2,oe,uj,1.150,m,PHG,f,PHG,fm,same,0.0007,0.842,0.254,0.587,PHG,ENK,PHG,PHG,never together,,
oe_uj,1680,Dispersal 1,oe,uj,0.000,m,PHG,f,PHG,fm,same,0.0000,0.842,0.254,0.587,PHG,ENK,PHG,PHG,never together,,
oe_uj,2400,Stable,oe,uj,0.000,m,PHG,f,PHG,fm,same,0.0000,0.842,0.254,0.587,PHG,ENK,PHG,PHG,never together,,
oe_uj,2475,Fission,oe,uj,0.000,m,YNT,f,PHG,fm,different,0.0000,0.842,0.254,0.587,PHG,ENK,PHG,PHG,never together,,
oe_uk,1545,Dispersal 2,oe,uk,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.067,0.775,PHG,ENK,ENK,ENK,stayed together,,
oe_uk,1665,Dispersal 1,oe,uk,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.067,0.775,PHG,ENK,ENK,ENK,stayed together,,
oe_uk,2535,Fission,oe,uk,0.000,m,YNT,f,ENK,fm,different,0.0000,0.842,0.067,0.775,PHG,ENK,ENK,ENK,stayed together,,
oe_uk,3345,Stable,oe,uk,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.067,0.775,PHG,ENK,ENK,ENK,stayed together,,
oe_un,1515,Dispersal 2,oe,un,24.217,m,PHG,f,PHG,fm,same,0.0160,0.842,0.101,0.741,PHG,ENK,PHG,PHG,never together,,
oe_un,1635,Dispersal 1,oe,un,35.000,m,PHG,f,PHG,fm,same,0.0214,0.842,0.101,0.741,PHG,ENK,PHG,PHG,never together,,
oe_un,2520,Fission,oe,un,1.850,m,YNT,f,PHG,fm,different,0.0007,0.842,0.101,0.741,PHG,ENK,PHG,PHG,never together,,
oe_un,3540,Stable,oe,un,0.000,m,PHG,f,PHG,fm,same,0.0000,0.842,0.101,0.741,PHG,ENK,PHG,PHG,never together,,
oe_ur,1545,Dispersal 2,oe,ur,5.217,m,PHG,f,PHG,fm,same,0.0034,0.842,0.484,0.357,PHG,ENK,PHG,PHG,never together,,
oe_ur,1680,Dispersal 1,oe,ur,10.933,m,PHG,f,PHG,fm,same,0.0065,0.842,0.484,0.357,PHG,ENK,PHG,PHG,never together,,
oe_ur,2505,Fission,oe,ur,12.017,m,YNT,f,PHG,fm,different,0.0048,0.842,0.484,0.357,PHG,ENK,PHG,PHG,never together,,
oe_ur,3540,Stable,oe,ur,0.000,m,PHG,f,PHG,fm,same,0.0000,0.842,0.484,0.357,PHG,ENK,PHG,PHG,never together,,
oe_ut,1530,Dispersal 2,oe,ut,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.183,0.659,PHG,ENK,ENK,ENK,stayed together,,
oe_ut,1605,Dispersal 1,oe,ut,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.183,0.659,PHG,ENK,ENK,ENK,stayed together,,
oe_ut,2550,Fission,oe,ut,9.200,m,YNT,f,ENK,fm,different,0.0036,0.842,0.183,0.659,PHG,ENK,ENK,ENK,stayed together,,
oe_ut,3450,Stable,oe,ut,11.833,m,PHG,f,ENK,fm,different,0.0034,0.842,0.183,0.659,PHG,ENK,ENK,ENK,stayed together,,
oe_uv,1560,Dispersal 2,oe,uv,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.822,0.020,PHG,ENK,ENK,ENK,stayed together,,
oe_uv,1620,Dispersal 1,oe,uv,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.822,0.020,PHG,ENK,ENK,ENK,stayed together,,
oe_uv,2520,Fission,oe,uv,0.000,m,YNT,f,ENK,fm,different,0.0000,0.842,0.822,0.020,PHG,ENK,ENK,ENK,stayed together,,
oe_uv,3495,Stable,oe,uv,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.822,0.020,PHG,ENK,ENK,ENK,stayed together,,
oe_ux,1530,Dispersal 2,oe,ux,0.000,m,PHG,f,ENK,fm,different,0.0000,0.842,0.000,0.842,PHG,ENK,PHG,ENK,stayed together,,
oe_ux,1665,Dispersal 1,oe,ux,3.550,m,PHG,f,ENK,fm,different,0.0021,0.842,0.000,0.842,PHG,ENK,PHG,ENK,stayed together,,
oe_ux,2520,Fission,oe,ux,7.550,m,YNT,f,ENK,fm,different,0.0030,0.842,0.000,0.842,PHG,ENK,PHG,ENK,stayed together,,
oe_ux,3585,Stable,oe,ux,0.117,m,PHG,f,PHG,fm,same,3.25430032543003e-05,0.842,0.000,0.842,PHG,ENK,PHG,ENK,stayed together,,
oe_uz,1575,Dispersal 2,oe,uz,0.000,m,PHG,f,PHG,fm,same,0.0000,0.842,0.313,0.528,PHG,ENK,PHG,PHG,never together,,
oe_uz,1665,Dispersal 1,oe,uz,0.000,m,PHG,f,PHG,fm,same,0.0000,0.842,0.313,0.528,PHG,ENK,PHG,PHG,never together,,
oe_uz,2505,Fission,oe,uz,0.000,m,YNT,f,PHG,fm,different,0.0000,0.842,0.313,0.528,PHG,ENK,PHG,PHG,never together,,
oe_uz,3615,Stable,oe,uz,0.000,m,PHG,f,PHG,fm,same,0.0000,0.842,0.313,0.528,PHG,ENK,PHG,PHG,never together,,
oe_yp,1530,Dispersal 2,oe,yp,0.000,m,PHG,f,PHG,fm,same,0.0000,0.842,0.933,0.092,PHG,ENK,PHG,PHG,never together,,
oe_yp,1605,Dispersal 1,oe,yp,0.000,m,PHG,f,PHG,fm,same,0.0000,0.842,0.933,0.092,PHG,ENK,PHG,PHG,never together,,
oe_yp,2490,Fission,oe,yp,0.000,m,YNT,f,PHG,fm,different,0.0000,0.842,0.933,0.092,PHG,ENK,PHG,PHG,never together,,
oo_oz,1455,Dispersal 2,oo,oz,0.000,f,ENK,m,PHG,fm,different,0.0000,0.632,0.648,0.016,PHG,YNT,ENK,PHG,split apart,,
oo_oz,1740,Dispersal 1,oo,oz,0.000,f,ENK,m,PHG,fm,different,0.0000,0.632,0.648,0.016,PHG,YNT,ENK,PHG,split apart,,
oo_oz,2295,Fission,oo,oz,0.000,f,YNT,m,PHG,fm,different,0.0000,0.632,0.648,0.016,PHG,YNT,ENK,PHG,split apart,,
oo_oz,3465,Stable,oo,oz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.632,0.648,0.016,PHG,YNT,ENK,PHG,split apart,,
oo_ph,1485,Dispersal 2,oo,ph,0.000,f,ENK,m,PHG,fm,different,0.0000,0.286,0.648,0.362,PHG,YNT,PHG,PHG,split apart,,
oo_ph,1755,Dispersal 1,oo,ph,0.000,f,ENK,m,PHG,fm,different,0.0000,0.286,0.648,0.362,PHG,YNT,PHG,PHG,split apart,,
oo_ph,2355,Fission,oo,ph,0.000,f,YNT,m,PHG,fm,different,0.0000,0.286,0.648,0.362,PHG,YNT,PHG,PHG,split apart,,
oo_ph,3495,Stable,oo,ph,0.000,f,PHG,m,PHG,fm,same,0.0000,0.286,0.648,0.362,PHG,YNT,PHG,PHG,split apart,,
oo_pz,1440,Dispersal 2,oo,pz,0.000,f,ENK,m,PHG,fm,different,0.0000,0.692,0.648,0.043,PHG,YNT,PHG,PHG,split apart,,
oo_pz,1710,Dispersal 1,oo,pz,0.000,f,ENK,m,PHG,fm,different,0.0000,0.692,0.648,0.043,PHG,YNT,PHG,PHG,split apart,,
oo_pz,2370,Fission,oo,pz,6.317,f,YNT,m,PHG,fm,different,0.0027,0.692,0.648,0.043,PHG,YNT,PHG,PHG,split apart,,
oo_pz,3510,Stable,oo,pz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.692,0.648,0.043,PHG,YNT,PHG,PHG,split apart,,
oo_s1,1470,Dispersal 2,oo,s1,0.000,f,ENK,m,ENK,fm,same,0.0000,0.217,0.648,0.431,PHG,YNT,ENK,ENK,briefly together,,
oo_s1,1755,Dispersal 1,oo,s1,0.000,f,ENK,m,ENK,fm,same,0.0000,0.217,0.648,0.431,PHG,YNT,ENK,ENK,briefly together,,
oo_s1,2385,Fission,oo,s1,3.750,f,YNT,m,ENK,fm,different,0.0016,0.217,0.648,0.431,PHG,YNT,ENK,ENK,briefly together,,
oo_s1,3570,Stable,oo,s1,8.283,f,PHG,m,ENK,fm,different,0.0023,0.217,0.648,0.431,PHG,YNT,ENK,ENK,briefly together,,
oo_s3,1710,Stable,oo,s3,0.000,f,PHG,m,ENK,fm,different,0.0000,0.207,0.648,0.441,PHG,YNT,ENK,ENK,briefly together,,
oo_sn,1485,Dispersal 2,oo,sn,0.000,f,ENK,m,PHG,fm,different,0.0000,0.547,0.648,0.102,PHG,YNT,ENK,PHG,split apart,,
oo_sn,1665,Dispersal 1,oo,sn,0.000,f,ENK,m,PHG,fm,different,0.0000,0.547,0.648,0.102,PHG,YNT,ENK,PHG,split apart,,
oo_sn,2340,Fission,oo,sn,0.000,f,YNT,m,PHG,fm,different,0.0000,0.547,0.648,0.102,PHG,YNT,ENK,PHG,split apart,,
oo_sn,3570,Stable,oo,sn,0.000,f,PHG,m,ENK,fm,different,0.0000,0.547,0.648,0.102,PHG,YNT,ENK,PHG,split apart,,
oo_tp,1455,Dispersal 2,oo,tp,7.600,f,ENK,m,ENK,fm,same,0.0052,0.677,0.648,0.029,PHG,YNT,ENK,YNT,stayed together,,
oo_tp,1740,Dispersal 1,oo,tp,0.000,f,ENK,m,ENK,fm,same,0.0000,0.677,0.648,0.029,PHG,YNT,ENK,YNT,stayed together,,
oo_tp,2385,Fission,oo,tp,23.333,f,YNT,m,ENK,fm,different,0.0098,0.677,0.648,0.029,PHG,YNT,ENK,YNT,stayed together,,
oo_tp,3540,Stable,oo,tp,27.350,f,PHG,m,ENK,fm,different,0.0077,0.677,0.648,0.029,PHG,YNT,ENK,YNT,stayed together,,
oo_ub,330,Dispersal 2,oo,ub,0.000,f,ENK,m,PHG,fm,different,0.0000,0.023,0.648,0.625,PHG,YNT,PHG,PHG,split apart,,
oo_ub,1470,Fission,oo,ub,0.000,f,YNT,m,PHG,fm,different,0.0000,0.023,0.648,0.625,PHG,YNT,PHG,PHG,split apart,,
oo_um,795,Dispersal 2,oo,um,0.000,f,ENK,m,PHG,fm,different,0.0000,0.151,0.648,0.498,PHG,YNT,PHG,PHG,split apart,,
oo_um,2070,Fission,oo,um,0.000,f,YNT,m,PHG,fm,different,0.0000,0.151,0.648,0.498,PHG,YNT,PHG,PHG,split apart,,
oo_xc,1380,Stable,oo,xc,1.517,f,PHG,m,PHG,fm,same,0.0011,0.051,0.648,0.598,PHG,YNT,PHG,PHG,split apart,,
oo_xc,1725,Dispersal 1,oo,xc,0.000,f,ENK,m,PHG,fm,different,0.0000,0.051,0.648,0.598,PHG,YNT,PHG,PHG,split apart,,
oo_xh,675,Dispersal 2,oo,xh,0.000,f,ENK,m,PHG,fm,different,0.0000,0.168,0.648,0.481,PHG,YNT,PHG,ENK,briefly together,,
oo_xh,2295,Fission,oo,xh,0.000,f,YNT,m,PHG,fm,different,0.0000,0.168,0.648,0.481,PHG,YNT,PHG,ENK,briefly together,,
oo_yn,1455,Dispersal 2,oo,yn,0.933,f,ENK,m,ENK,fm,same,0.0006,0.945,0.648,0.296,PHG,YNT,PHG,YNT,stayed together,,
oo_yn,1755,Dispersal 1,oo,yn,4.300,f,ENK,m,ENK,fm,same,0.0025,0.945,0.648,0.296,PHG,YNT,PHG,YNT,stayed together,,
oo_yn,2385,Fission,oo,yn,0.783,f,YNT,m,YNT,fm,same,0.0003,0.945,0.648,0.296,PHG,YNT,PHG,YNT,stayed together,,
oo_yn,3510,Stable,oo,yn,26.767,f,PHG,m,PHG,fm,same,0.0076,0.945,0.648,0.296,PHG,YNT,PHG,YNT,stayed together,,
oo_yr,1500,Dispersal 2,oo,yr,0.000,f,ENK,m,ENK,fm,same,0.0000,0.607,0.648,0.041,PHG,YNT,PHG,ENK,briefly together,,
oo_yr,1740,Dispersal 1,oo,yr,0.000,f,ENK,m,ENK,fm,same,0.0000,0.607,0.648,0.041,PHG,YNT,PHG,ENK,briefly together,,
oo_yr,2370,Fission,oo,yr,0.000,f,YNT,m,ENK,fm,different,0.0000,0.607,0.648,0.041,PHG,YNT,PHG,ENK,briefly together,,
oo_yr,3540,Stable,oo,yr,8.867,f,PHG,m,PHG,fm,same,0.0025,0.607,0.648,0.041,PHG,YNT,PHG,ENK,briefly together,,
oo_yy,375,Stable,oo,yy,0.000,f,PHG,m,ENK,fm,different,0.0000,0.207,0.648,0.441,PHG,YNT,ENK,ENK,briefly together,,
oo_yy,1455,Dispersal 2,oo,yy,0.000,f,ENK,m,ENK,fm,same,0.0000,0.207,0.648,0.441,PHG,YNT,ENK,ENK,briefly together,,
oo_yy,1725,Dispersal 1,oo,yy,0.000,f,ENK,m,ENK,fm,same,0.0000,0.207,0.648,0.441,PHG,YNT,ENK,ENK,briefly together,,
oo_yy,2415,Fission,oo,yy,0.000,f,YNT,m,ENK,fm,different,0.0000,0.207,0.648,0.441,PHG,YNT,ENK,ENK,briefly together,,
oy_oz,1530,Dispersal 2,oy,oz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.632,0.030,0.601,PHG,PHG,ENK,PHG,stayed together,,
oy_oz,1800,Dispersal 1,oy,oz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.632,0.030,0.601,PHG,PHG,ENK,PHG,stayed together,,
oy_oz,2445,Fission,oy,oz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.632,0.030,0.601,PHG,PHG,ENK,PHG,stayed together,,
oy_oz,3405,Stable,oy,oz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.632,0.030,0.601,PHG,PHG,ENK,PHG,stayed together,,
oy_ph,1560,Dispersal 2,oy,ph,0.000,f,PHG,m,PHG,fm,same,0.0000,0.286,0.030,0.256,PHG,PHG,PHG,PHG,stayed together,,
oy_ph,1815,Dispersal 1,oy,ph,0.000,f,PHG,m,PHG,fm,same,0.0000,0.286,0.030,0.256,PHG,PHG,PHG,PHG,stayed together,,
oy_ph,2505,Fission,oy,ph,0.000,f,PHG,m,PHG,fm,same,0.0000,0.286,0.030,0.256,PHG,PHG,PHG,PHG,stayed together,,
oy_ph,3435,Stable,oy,ph,2.100,f,PHG,m,PHG,fm,same,0.0006,0.286,0.030,0.256,PHG,PHG,PHG,PHG,stayed together,,
oy_pz,1515,Dispersal 2,oy,pz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.692,0.030,0.661,PHG,PHG,PHG,PHG,stayed together,,
oy_pz,1770,Dispersal 1,oy,pz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.692,0.030,0.661,PHG,PHG,PHG,PHG,stayed together,,
oy_pz,2520,Fission,oy,pz,0.000,f,PHG,m,PHG,fm,same,0.0000,0.692,0.030,0.661,PHG,PHG,PHG,PHG,stayed together,,
oy_pz,3450,Stable,oy,pz,3.500,f,PHG,m,PHG,fm,same,0.0010,0.692,0.030,0.661,PHG,PHG,PHG,PHG,stayed together,,
oy_s1,1545,Dispersal 2,oy,s1,0.000,f,PHG,m,ENK,fm,different,0.0000,0.217,0.030,0.187,PHG,PHG,ENK,ENK,never together,,
oy_s1,1815,Dispersal 1,oy,s1,0.000,f,PHG,m,ENK,fm,different,0.0000,0.217,0.030,0.187,PHG,PHG,ENK,ENK,never together,,
oy_s1,2535,Fission,oy,s1,0.000,f,PHG,m,ENK,fm,different,0.0000,0.217,0.030,0.187,PHG,PHG,ENK,ENK,never together,,
oy_s1,3510,Stable,oy,s1,0.000,f,PHG,m,ENK,fm,different,0.0000,0.217,0.030,0.187,PHG,PHG,ENK,ENK,never together,,
oy_s3,1650,Stable,oy,s3,0.000,f,PHG,m,ENK,fm,different,0.0000,0.207,0.030,0.177,PHG,PHG,ENK,ENK,never together,,
oy_sn,1560,Dispersal 2,oy,sn,0.000,f,PHG,m,PHG,fm,same,0.0000,0.547,0.030,0.516,PHG,PHG,ENK,PHG,stayed together,,
oy_sn,1725,Dispersal 1,oy,sn,0.000,f,PHG,m,PHG,fm,same,0.0000,0.547,0.030,0.516,PHG,PHG,ENK,PHG,stayed together,,
oy_sn,2475,Fission,oy,sn,0.000,f,PHG,m,PHG,fm,same,0.0000,0.547,0.030,0.516,PHG,PHG,ENK,PHG,stayed together,,
oy_sn,3510,Stable,oy,sn,0.000,f,PHG,m,ENK,fm,different,0.0000,0.547,0.030,0.516,PHG,PHG,ENK,PHG,stayed together,,
oy_tp,1530,Dispersal 2,oy,tp,0.000,f,PHG,m,ENK,fm,different,0.0000,0.677,0.030,0.647,PHG,PHG,ENK,YNT,split apart,,
oy_tp,1800,Dispersal 1,oy,tp,4.450,f,PHG,m,ENK,fm,different,0.0025,0.677,0.030,0.647,PHG,PHG,ENK,YNT,split apart,,
oy_tp,2535,Fission,oy,tp,0.000,f,PHG,m,ENK,fm,different,0.0000,0.677,0.030,0.647,PHG,PHG,ENK,YNT,split apart,,
oy_tp,3480,Stable,oy,tp,7.967,f,PHG,m,ENK,fm,different,0.0023,0.677,0.030,0.647,PHG,PHG,ENK,YNT,split apart,,
oy_ub,360,Dispersal 2,oy,ub,0.000,f,PHG,m,PHG,fm,same,0.0000,0.023,0.030,0.008,PHG,PHG,PHG,PHG,stayed together,,
oy_ub,1425,Fission,oy,ub,0.000,f,PHG,m,PHG,fm,same,0.0000,0.023,0.030,0.008,PHG,PHG,PHG,PHG,stayed together,,
oy_um,870,Dispersal 2,oy,um,0.000,f,PHG,m,PHG,fm,same,0.0000,0.151,0.030,0.120,PHG,PHG,PHG,PHG,stayed together,,
oy_um,2055,Fission,oy,um,0.000,f,PHG,m,PHG,fm,same,0.0000,0.151,0.030,0.120,PHG,PHG,PHG,PHG,stayed together,,
oy_xc,1425,Stable,oy,xc,0.000,f,PHG,m,PHG,fm,same,0.0000,0.051,0.030,0.020,PHG,PHG,PHG,PHG,stayed together,,
oy_xc,1785,Dispersal 1,oy,xc,0.000,f,PHG,m,PHG,fm,same,0.0000,0.051,0.030,0.020,PHG,PHG,PHG,PHG,stayed together,,
oy_xh,705,Dispersal 2,oy,xh,0.000,f,PHG,m,PHG,fm,same,0.0000,0.168,0.030,0.137,PHG,PHG,PHG,ENK,never together,,
oy_xh,2445,Fission,oy,xh,0.000,f,PHG,m,PHG,fm,same,0.0000,0.168,0.030,0.137,PHG,PHG,PHG,ENK,never together,,
oy_yn,1530,Dispersal 2,oy,yn,0.000,f,PHG,m,ENK,fm,different,0.0000,0.945,0.030,0.914,PHG,PHG,PHG,YNT,split apart,,
oy_yn,1815,Dispersal 1,oy,yn,0.000,f,PHG,m,ENK,fm,different,0.0000,0.945,0.030,0.914,PHG,PHG,PHG,YNT,split apart,,
oy_yn,2535,Fission,oy,yn,0.000,f,PHG,m,YNT,fm,different,0.0000,0.945,0.030,0.914,PHG,PHG,PHG,YNT,split apart,,
